AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Temp_C
264.16,187.99,972.66,-2.31,-2.17,-3.4,-19.35,10.5,41.85,35.03
257.32,186.52,958.5,-2.08,1.06,-0.54,-19.35,9.3,41.55,35.03
247.56,197.75,978.03,-1.79,0.2,-1.39,-18.9,8.85,41.1,34.55
273.44,183.11,962.4,-1.29,-3.79,-1.18,-18.75,10.05,40.5,34.93
259.77,182.62,969.73,-3.86,-0.66,2.1,-18.75,8.25,42.6,34.83
256.84,192.38,991.21,-5.88,-1.41,0.92,-18.15,8.1,42.45,34.83
270.02,146.0,1003.42,-3.72,2.1,-1.1,-18.3,9.3,41.25,34.93
271.48,173.83,993.65,-0.44,2.61,-1.93,-18.3,9.3,42.3,34.93
287.11,187.01,999.02,1.26,4.74,-3.85,-18.0,8.7,41.25,34.64
264.16,147.46,981.93,3.56,8.6,-4.44,-17.85,9.15,42.0,34.74
237.79,217.29,974.61,3.11,6.95,-2.52,-18.0,7.5,41.55,35.07
244.63,124.02,1007.81,0.36,2.78,-0.53,-17.85,10.65,42.0,35.17
215.82,201.17,957.03,7.09,6.98,0.18,-18.0,9.75,42.3,35.03
207.03,181.64,977.54,4.0,9.28,-0.87,-15.9,8.7,42.3,34.93
208.98,212.89,953.61,6.63,2.12,-1.74,-17.25,10.05,42.6,35.07
213.38,225.1,951.66,-0.49,0.26,-1.86,-19.2,8.85,42.75,35.07
229.0,228.03,933.59,-3.41,-3.88,-6.35,-17.25,9.75,42.9,34.93
253.91,195.8,974.61,-8.88,-4.92,-8.21,-17.4,8.85,42.0,34.93
246.58,192.38,949.22,-11.79,-6.15,-6.71,-18.3,9.75,41.55,34.83
227.05,168.46,986.82,-4.16,-8.94,-10.29,-17.85,10.65,41.7,34.74
271.97,151.37,970.21,-2.25,-8.32,-4.81,-18.45,10.65,41.7,34.83
266.11,155.27,980.96,-9.31,-7.61,-1.45,-17.55,10.5,42.3,34.69
255.37,160.16,976.07,-6.47,-2.03,-0.5,-17.55,9.0,42.9,34.69
265.62,163.09,1014.16,-5.7,-3.2,-1.63,-18.15,10.35,41.1,34.83
259.28,155.27,982.91,-4.52,-0.53,3.92,-17.4,9.6,42.45,34.93
255.86,162.11,1002.93,-6.4,-2.46,-0.39,-18.0,10.05,41.85,35.07
249.51,171.39,976.56,-4.6,1.58,2.38,-16.2,9.0,42.9,34.83
263.67,198.24,968.75,-2.13,0.2,-1.37,-17.1,8.85,43.5,34.74
273.44,145.51,940.43,-3.03,2.66,-2.87,-16.95,10.8,43.35,35.07
279.3,180.18,944.34,-4.83,-5.79,-4.04,-17.55,9.0,43.65,34.93
